номер_операции,код_месторождения,наименование_месторождения,номер_скважины,дата_начала,дата_окончания,глубина_план_м,глубина_факт_м,длительность_дней,код_статьи,план_тыс_тнг,факт_тыс_тнг,отклонение_тыс_тнг,год,месяц,квартал,отклонение_пцт,наименование_статьи
ОП-2018-000851,МСТ-001,Инкай,СКВ-00851,2018-12-22,2018-12-31,597.8,546.2,9,ЗТР-01,1680.57,1972.33,291.76,2018,12,Q4,17.4,ГСМ и топливо
ОП-2018-000871,МСТ-003,Акдала,СКВ-00871,2018-12-23,2019-01-04,430.5,461.5,12,ЗТР-01,1339.6,1555.04,215.44,2018,12,Q4,16.1,ГСМ и топливо
ОП-2018-000922,МСТ-011,Северный Харасан,СКВ-00922,2018-12-24,2019-01-01,351.1,379.8,8,ЗТР-01,975.59,1124.14,148.55,2018,12,Q4,15.2,ГСМ и топливо
ОП-2018-000922,МСТ-011,Северный Харасан,СКВ-00922,2018-12-24,2019-01-01,351.1,379.8,8,ЗТР-04,982.86,1140.11,157.25,2018,12,Q4,16.0,Транспорт и логистика
ОП-2018-000883,МСТ-004,Южный Инкай,СКВ-00883,2018-12-24,2019-01-04,655.0,612.4,11,ЗТР-08,481.92,560.13,78.21,2018,12,Q4,16.2,Охрана труда и ТБ
ОП-2018-000877,МСТ-004,Южный Инкай,СКВ-00877,2018-12-24,2019-01-14,707.0,727.5,21,ЗТР-05,2110.22,2463.23,353.01,2018,12,Q4,16.7,Амортизация оборудования
ОП-2018-000880,МСТ-004,Южный Инкай,СКВ-00880,2018-12-24,2019-01-08,720.4,742.5,15,ЗТР-02,5280.33,6129.66,849.33,2018,12,Q4,16.1,Заработная плата
ОП-2018-000883,МСТ-004,Южный Инкай,СКВ-00883,2018-12-24,2019-01-04,655.0,612.4,11,ЗТР-06,2028.81,2380.11,351.3,2018,12,Q4,17.3,Подрядные работы
ОП-2018-000928,МСТ-012,Заречное,СКВ-00928,2018-12-25,2019-01-14,819.0,860.7,20,ЗТР-07,1125.48,1309.92,184.44,2018,12,Q4,16.4,Электроэнергия
ОП-2018-000865,МСТ-002,Буденовское,СКВ-00865,2018-12-25,2018-12-31,298.1,330.5,6,ЗТР-05,998.2,1167.86,169.66,2018,12,Q4,17.0,Амортизация оборудования
ОП-2018-000900,МСТ-007,Канжуган,СКВ-00900,2018-12-25,2019-01-04,562.6,593.3,10,ЗТР-07,1288.41,1511.27,222.86,2018,12,Q4,17.3,Электроэнергия
ОП-2018-000900,МСТ-007,Канжуган,СКВ-00900,2018-12-25,2019-01-04,562.6,593.3,10,ЗТР-03,1572.22,1816.62,244.4,2018,12,Q4,15.5,Материалы и запчасти
ОП-2018-000903,МСТ-007,Канжуган,СКВ-00903,2018-12-26,2019-01-07,585.9,565.0,12,ЗТР-04,1047.41,1222.97,175.56,2018,12,Q4,16.8,Транспорт и логистика
ОП-2018-000870,МСТ-003,Акдала,СКВ-00870,2018-12-26,2019-01-10,843.1,802.5,15,ЗТР-03,4424.05,5153.98,729.93,2018,12,Q4,16.5,Материалы и запчасти
ОП-2018-000897,МСТ-006,Мынкудук,СКВ-00897,2018-12-28,2019-01-17,714.1,792.9,20,ЗТР-07,1279.9,1501.25,221.35,2018,12,Q4,17.3,Электроэнергия
ОП-2018-000866,МСТ-002,Буденовское,СКВ-00866,2018-12-28,2019-01-09,354.3,377.2,12,ЗТР-01,1411.51,1624.6,213.09,2018,12,Q4,15.1,ГСМ и топливо
ОП-2018-000897,МСТ-006,Мынкудук,СКВ-00897,2018-12-28,2019-01-17,714.1,792.9,20,ЗТР-09,595.68,689.45,93.77,2018,12,Q4,15.7,Прочие расходы
ОП-2019-000961,МСТ-004,Южный Инкай,СКВ-00961,2019-01-01,2019-01-17,668.4,610.3,16,ЗТР-04,1744.96,2013.86,268.9,2019,1,Q1,15.4,Транспорт и логистика
ОП-2019-000935,МСТ-001,Инкай,СКВ-00935,2019-01-01,2019-01-22,921.9,852.9,21,ЗТР-08,434.28,510.51,76.23,2019,1,Q1,17.6,Охрана труда и ТБ
ОП-2019-000961,МСТ-004,Южный Инкай,СКВ-00961,2019-01-01,2019-01-17,668.4,610.3,16,ЗТР-01,1962.51,2281.91,319.4,2019,1,Q1,16.3,ГСМ и топливо
ОП-2019-000941,МСТ-001,Инкай,СКВ-00941,2019-01-01,2019-01-12,478.7,507.9,11,ЗТР-06,475.95,556.28,80.33,2019,1,Q1,16.9,Подрядные работы
ОП-2019-001006,МСТ-012,Заречное,СКВ-01006,2019-01-02,2019-01-14,458.8,503.7,12,ЗТР-08,662.76,771.06,108.3,2019,1,Q1,16.3,Охрана труда и ТБ
ОП-2019-000949,МСТ-003,Акдала,СКВ-00949,2019-01-05,2019-01-23,943.3,869.3,18,ЗТР-09,184.13,215.63,31.5,2019,1,Q1,17.1,Прочие расходы
ОП-2019-000946,МСТ-002,Буденовское,СКВ-00946,2019-01-05,2019-01-12,428.5,417.8,7,ЗТР-08,381.82,447.36,65.54,2019,1,Q1,17.2,Охрана труда и ТБ
ОП-2019-000949,МСТ-003,Акдала,СКВ-00949,2019-01-05,2019-01-23,943.3,869.3,18,ЗТР-01,4596.28,5369.62,773.34,2019,1,Q1,16.8,ГСМ и топливо
ОП-2019-000949,МСТ-003,Акдала,СКВ-00949,2019-01-05,2019-01-23,943.3,869.3,18,ЗТР-02,7192.68,8426.92,1234.24,2019,1,Q1,17.2,Заработная плата
ОП-2019-000949,МСТ-003,Акдала,СКВ-00949,2019-01-05,2019-01-23,943.3,869.3,18,ЗТР-05,2728.03,3161.54,433.51,2019,1,Q1,15.9,Амортизация оборудования
ОП-2019-000933,МСТ-001,Инкай,СКВ-00933,2019-01-05,2019-01-24,780.8,742.7,19,ЗТР-05,1401.6,1638.23,236.63,2019,1,Q1,16.9,Амортизация оборудования
ОП-2019-000991,МСТ-008,Уванас,СКВ-00991,2019-01-05,2019-01-23,590.7,593.2,18,ЗТР-09,98.19,113.58,15.39,2019,1,Q1,15.7,Прочие расходы
ОП-2019-000983,МСТ-007,Канжуган,СКВ-00983,2019-01-06,2019-01-17,604.2,555.1,11,ЗТР-02,9542.9,11147.71,1604.81,2019,1,Q1,16.8,Заработная плата
ОП-2019-000955,МСТ-004,Южный Инкай,СКВ-00955,2019-01-07,2019-01-17,622.4,643.4,10,ЗТР-05,1963.02,2280.42,317.4,2019,1,Q1,16.2,Амортизация оборудования
ОП-2019-001010,МСТ-012,Заречное,СКВ-01010,2019-01-07,2019-01-25,690.0,730.8,18,ЗТР-05,1258.17,1448.76,190.59,2019,1,Q1,15.1,Амортизация оборудования
ОП-2019-000963,МСТ-005,Харасан,СКВ-00963,2019-01-08,2019-01-22,746.5,680.3,14,ЗТР-08,388.08,453.4,65.32,2019,1,Q1,16.8,Охрана труда и ТБ
ОП-2019-000963,МСТ-005,Харасан,СКВ-00963,2019-01-08,2019-01-22,746.5,680.3,14,ЗТР-09,228.42,264.93,36.51,2019,1,Q1,16.0,Прочие расходы
ОП-2019-000995,МСТ-009,Ирколь,СКВ-00995,2019-01-10,2019-01-21,448.9,443.4,11,ЗТР-03,2132.45,2465.42,332.97,2019,1,Q1,15.6,Материалы и запчасти
ОП-2019-000954,МСТ-003,Акдала,СКВ-00954,2019-01-10,2019-01-24,891.1,840.1,14,ЗТР-05,1868.87,2163.95,295.08,2019,1,Q1,15.8,Амортизация оборудования
ОП-2019-000943,МСТ-002,Буденовское,СКВ-00943,2019-01-11,2019-01-23,561.4,558.0,12,ЗТР-01,1204.28,1395.22,190.94,2019,1,Q1,15.9,ГСМ и топливо
ОП-2019-000943,МСТ-002,Буденовское,СКВ-00943,2019-01-11,2019-01-23,561.4,558.0,12,ЗТР-09,342.17,396.15,53.98,2019,1,Q1,15.8,Прочие расходы
ОП-2019-000948,МСТ-003,Акдала,СКВ-00948,2019-01-12,2019-01-19,379.2,413.2,7,ЗТР-01,3081.41,3556.56,475.15,2019,1,Q1,15.4,ГСМ и топливо
ОП-2019-000977,МСТ-006,Мынкудук,СКВ-00977,2019-01-13,2019-01-30,573.2,526.3,17,ЗТР-06,2366.53,2724.92,358.39,2019,1,Q1,15.1,Подрядные работы
ОП-2019-000951,МСТ-003,Акдала,СКВ-00951,2019-01-13,2019-01-24,585.5,601.6,11,ЗТР-01,3395.89,3954.65,558.76,2019,1,Q1,16.5,ГСМ и топливо
ОП-2019-000951,МСТ-003,Акдала,СКВ-00951,2019-01-13,2019-01-24,585.5,601.6,11,ЗТР-07,553.71,640.1,86.39,2019,1,Q1,15.6,Электроэнергия
ОП-2019-000960,МСТ-004,Южный Инкай,СКВ-00960,2019-01-13,2019-01-20,422.0,436.9,7,ЗТР-05,762.4,892.24,129.84,2019,1,Q1,17.0,Амортизация оборудования
ОП-2019-000952,МСТ-003,Акдала,СКВ-00952,2019-01-16,2019-02-04,855.5,868.8,19,ЗТР-04,2366.29,2726.02,359.73,2019,1,Q1,15.2,Транспорт и логистика
ОП-2019-001002,МСТ-011,Северный Харасан,СКВ-01002,2019-01-16,2019-01-23,313.8,318.2,7,ЗТР-07,294.91,345.9,50.99,2019,1,Q1,17.3,Электроэнергия
ОП-2019-000982,МСТ-007,Канжуган,СКВ-00982,2019-01-17,2019-01-27,609.3,559.7,10,ЗТР-07,1047.94,1232.78,184.84,2019,1,Q1,17.6,Электроэнергия
ОП-2019-000982,МСТ-007,Канжуган,СКВ-00982,2019-01-17,2019-01-27,609.3,559.7,10,ЗТР-01,3030.06,3540.8,510.74,2019,1,Q1,16.9,ГСМ и топливо
ОП-2019-000970,МСТ-006,Мынкудук,СКВ-00970,2019-01-17,2019-02-05,645.7,594.2,19,ЗТР-02,4383.71,5044.75,661.04,2019,1,Q1,15.1,Заработная плата
ОП-2019-000979,МСТ-006,Мынкудук,СКВ-00979,2019-01-18,2019-01-29,638.5,646.7,11,ЗТР-07,1148.65,1335.95,187.3,2019,1,Q1,16.3,Электроэнергия
ОП-2019-000979,МСТ-006,Мынкудук,СКВ-00979,2019-01-18,2019-01-29,638.5,646.7,11,ЗТР-09,74.8,86.25,11.45,2019,1,Q1,15.3,Прочие расходы
ОП-2019-000978,МСТ-006,Мынкудук,СКВ-00978,2019-01-19,2019-01-29,382.8,415.5,10,ЗТР-08,112.69,132.5,19.81,2019,1,Q1,17.6,Охрана труда и ТБ
ОП-2019-000978,МСТ-006,Мынкудук,СКВ-00978,2019-01-19,2019-01-29,382.8,415.5,10,ЗТР-03,1306.35,1525.16,218.81,2019,1,Q1,16.7,Материалы и запчасти
ОП-2019-001003,МСТ-011,Северный Харасан,СКВ-01003,2019-01-19,2019-02-02,543.0,597.3,14,ЗТР-01,3658.69,4268.1,609.41,2019,1,Q1,16.7,ГСМ и топливо
ОП-2019-001007,МСТ-012,Заречное,СКВ-01007,2019-01-19,2019-02-04,650.9,667.7,16,ЗТР-04,1113.57,1287.82,174.25,2019,1,Q1,15.6,Транспорт и логистика
ОП-2019-001007,МСТ-012,Заречное,СКВ-01007,2019-01-19,2019-02-04,650.9,667.7,16,ЗТР-05,5940.74,6918.76,978.02,2019,1,Q1,16.5,Амортизация оборудования
ОП-2019-000962,МСТ-005,Харасан,СКВ-00962,2019-01-19,2019-01-30,537.4,530.5,11,ЗТР-05,1619.91,1868.19,248.28,2019,1,Q1,15.3,Амортизация оборудования
ОП-2019-000962,МСТ-005,Харасан,СКВ-00962,2019-01-19,2019-01-30,537.4,530.5,11,ЗТР-07,1352.37,1563.64,211.27,2019,1,Q1,15.6,Электроэнергия
ОП-2019-000969,МСТ-006,Мынкудук,СКВ-00969,2019-01-19,2019-02-05,560.0,601.2,17,ЗТР-05,1816.9,2115.62,298.72,2019,1,Q1,16.4,Амортизация оборудования
ОП-2019-000936,МСТ-001,Инкай,СКВ-00936,2019-01-21,2019-02-12,662.3,696.5,22,ЗТР-08,394.28,453.71,59.43,2019,1,Q1,15.1,Охрана труда и ТБ
ОП-2019-000936,МСТ-001,Инкай,СКВ-00936,2019-01-21,2019-02-12,662.3,696.5,22,ЗТР-05,2085.31,2403.02,317.71,2019,1,Q1,15.2,Амортизация оборудования
ОП-2019-000985,МСТ-008,Уванас,СКВ-00985,2019-01-22,2019-02-08,775.4,853.4,17,ЗТР-08,534.49,624.24,89.75,2019,1,Q1,16.8,Охрана труда и ТБ
ОП-2019-000939,МСТ-001,Инкай,СКВ-00939,2019-01-22,2019-02-12,735.6,758.5,21,ЗТР-04,2543.78,2931.22,387.44,2019,1,Q1,15.2,Транспорт и логистика
ОП-2019-000939,МСТ-001,Инкай,СКВ-00939,2019-01-22,2019-02-12,735.6,758.5,21,ЗТР-03,1770.85,2063.22,292.37,2019,1,Q1,16.5,Материалы и запчасти
ОП-2019-000967,МСТ-005,Харасан,СКВ-00967,2019-01-23,2019-02-06,807.1,771.0,14,ЗТР-06,971.97,1123.32,151.35,2019,1,Q1,15.6,Подрядные работы
ОП-2019-000947,МСТ-002,Буденовское,СКВ-00947,2019-01-23,2019-01-30,282.8,268.1,7,ЗТР-08,303.15,351.05,47.9,2019,1,Q1,15.8,Охрана труда и ТБ
ОП-2019-000967,МСТ-005,Харасан,СКВ-00967,2019-01-23,2019-02-06,807.1,771.0,14,ЗТР-09,392.97,455.93,62.96,2019,1,Q1,16.0,Прочие расходы
ОП-2019-000964,МСТ-005,Харасан,СКВ-00964,2019-01-23,2019-02-04,430.8,474.0,12,ЗТР-02,1908.65,2226.2,317.55,2019,1,Q1,16.6,Заработная плата
ОП-2019-000965,МСТ-005,Харасан,СКВ-00965,2019-01-23,2019-02-07,579.5,603.5,15,ЗТР-04,582.92,679.83,96.91,2019,1,Q1,16.6,Транспорт и логистика
ОП-2019-000940,МСТ-001,Инкай,СКВ-00940,2019-01-23,2019-02-07,788.6,727.0,15,ЗТР-01,3056.82,3540.52,483.7,2019,1,Q1,15.8,ГСМ и топливо
ОП-2019-001005,МСТ-012,Заречное,СКВ-01005,2019-01-24,2019-02-06,711.1,766.1,13,ЗТР-09,278.84,325.49,46.65,2019,1,Q1,16.7,Прочие расходы
ОП-2019-000989,МСТ-008,Уванас,СКВ-00989,2019-01-24,2019-02-06,435.0,469.3,13,ЗТР-02,1850.14,2142.56,292.42,2019,1,Q1,15.8,Заработная плата
ОП-2019-001005,МСТ-012,Заречное,СКВ-01005,2019-01-24,2019-02-06,711.1,766.1,13,ЗТР-08,958.19,1126.05,167.86,2019,1,Q1,17.5,Охрана труда и ТБ
ОП-2019-000980,МСТ-006,Мынкудук,СКВ-00980,2019-01-25,2019-02-14,681.1,705.2,20,ЗТР-04,2377.03,2773.33,396.3,2019,1,Q1,16.7,Транспорт и логистика
ОП-2019-000968,МСТ-005,Харасан,СКВ-00968,2019-01-25,2019-02-13,591.0,598.6,19,ЗТР-04,4174.62,4862.85,688.23,2019,1,Q1,16.5,Транспорт и логистика
ОП-2019-000968,МСТ-005,Харасан,СКВ-00968,2019-01-25,2019-02-13,591.0,598.6,19,ЗТР-03,872.09,1006.56,134.47,2019,1,Q1,15.4,Материалы и запчасти
ОП-2019-000953,МСТ-003,Акдала,СКВ-00953,2019-01-25,2019-02-06,542.9,565.0,12,ЗТР-03,2798.17,3249.48,451.31,2019,1,Q1,16.1,Материалы и запчасти
ОП-2019-000950,МСТ-003,Акдала,СКВ-00950,2019-01-26,2019-02-09,776.0,733.9,14,ЗТР-09,191.7,225.26,33.56,2019,1,Q1,17.5,Прочие расходы
ОП-2019-000950,МСТ-003,Акдала,СКВ-00950,2019-01-26,2019-02-09,776.0,733.9,14,ЗТР-08,246.28,289.47,43.19,2019,1,Q1,17.5,Охрана труда и ТБ
ОП-2019-000975,МСТ-006,Мынкудук,СКВ-00975,2019-01-26,2019-02-05,432.6,403.9,10,ЗТР-07,663.0,768.76,105.76,2019,1,Q1,16.0,Электроэнергия
ОП-2019-000975,МСТ-006,Мынкудук,СКВ-00975,2019-01-26,2019-02-05,432.6,403.9,10,ЗТР-03,614.8,713.5,98.7,2019,1,Q1,16.1,Материалы и запчасти
ОП-2019-000931,МСТ-001,Инкай,СКВ-00931,2019-01-27,2019-02-13,586.1,579.0,17,ЗТР-06,428.56,494.15,65.59,2019,1,Q1,15.3,Подрядные работы
ОП-2019-001008,МСТ-012,Заречное,СКВ-01008,2019-01-28,2019-02-06,513.3,568.4,9,ЗТР-08,459.59,533.79,74.2,2019,1,Q1,16.1,Охрана труда и ТБ
ОП-2019-000959,МСТ-004,Южный Инкай,СКВ-00959,2019-01-28,2019-02-04,401.6,401.4,7,ЗТР-02,3223.73,3720.14,496.41,2019,1,Q1,15.4,Заработная плата
ОП-2019-000945,МСТ-002,Буденовское,СКВ-00945,2019-01-28,2019-02-04,363.8,404.0,7,ЗТР-05,882.59,1034.23,151.64,2019,1,Q1,17.2,Амортизация оборудования
ОП-2019-000938,МСТ-001,Инкай,СКВ-00938,2019-01-28,2019-02-11,767.0,730.5,14,ЗТР-09,621.5,722.75,101.25,2019,1,Q1,16.3,Прочие расходы
ОП-2019-001008,МСТ-012,Заречное,СКВ-01008,2019-01-28,2019-02-06,513.3,568.4,9,ЗТР-07,1534.03,1776.82,242.79,2019,1,Q1,15.8,Электроэнергия
ОП-2019-000938,МСТ-001,Инкай,СКВ-00938,2019-01-28,2019-02-11,767.0,730.5,14,ЗТР-06,3578.94,4197.21,618.27,2019,1,Q1,17.3,Подрядные работы
ОП-2019-001008,МСТ-012,Заречное,СКВ-01008,2019-01-28,2019-02-06,513.3,568.4,9,ЗТР-01,8476.17,9850.14,1373.97,2019,1,Q1,16.2,ГСМ и топливо
ОП-2019-001042,МСТ-004,Южный Инкай,СКВ-01042,2019-02-01,2019-02-17,555.9,587.1,16,ЗТР-01,3128.79,3644.43,515.64,2019,2,Q1,16.5,ГСМ и топливо
ОП-2019-001042,МСТ-004,Южный Инкай,СКВ-01042,2019-02-01,2019-02-17,555.9,587.1,16,ЗТР-06,942.19,1087.26,145.07,2019,2,Q1,15.4,Подрядные работы
ОП-2019-001042,МСТ-004,Южный Инкай,СКВ-01042,2019-02-01,2019-02-17,555.9,587.1,16,ЗТР-07,1526.02,1789.67,263.65,2019,2,Q1,17.3,Электроэнергия
ОП-2019-001042,МСТ-004,Южный Инкай,СКВ-01042,2019-02-01,2019-02-17,555.9,587.1,16,ЗТР-08,352.49,406.38,53.89,2019,2,Q1,15.3,Охрана труда и ТБ
ОП-2019-001062,МСТ-006,Мынкудук,СКВ-01062,2019-02-03,2019-02-26,810.9,845.6,23,ЗТР-04,2953.11,3459.49,506.38,2019,2,Q1,17.1,Транспорт и логистика
ОП-2019-001026,МСТ-003,Акдала,СКВ-01026,2019-02-03,2019-02-17,792.0,733.4,14,ЗТР-04,1743.99,2032.96,288.97,2019,2,Q1,16.6,Транспорт и логистика
ОП-2019-001016,МСТ-001,Инкай,СКВ-01016,2019-02-03,2019-02-13,432.1,444.6,10,ЗТР-09,262.71,302.91,40.2,2019,2,Q1,15.3,Прочие расходы
ОП-2019-001034,МСТ-003,Акдала,СКВ-01034,2019-02-03,2019-02-18,733.7,671.1,15,ЗТР-03,3629.8,4207.56,577.76,2019,2,Q1,15.9,Материалы и запчасти
ОП-2019-001034,МСТ-003,Акдала,СКВ-01034,2019-02-03,2019-02-18,733.7,671.1,15,ЗТР-07,1716.64,1991.36,274.72,2019,2,Q1,16.0,Электроэнергия
ОП-2019-001016,МСТ-001,Инкай,СКВ-01016,2019-02-03,2019-02-13,432.1,444.6,10,ЗТР-05,756.81,870.92,114.11,2019,2,Q1,15.1,Амортизация оборудования
ОП-2019-001037,МСТ-004,Южный Инкай,СКВ-01037,2019-02-04,2019-02-17,742.9,678.7,13,ЗТР-01,5078.77,5930.95,852.18,2019,2,Q1,16.8,ГСМ и топливо
ОП-2019-001037,МСТ-004,Южный Инкай,СКВ-01037,2019-02-04,2019-02-17,742.9,678.7,13,ЗТР-06,502.28,580.7,78.42,2019,2,Q1,15.6,Подрядные работы
ОП-2019-001077,МСТ-009,Ирколь,СКВ-01077,2019-02-04,2019-02-22,906.1,896.5,18,ЗТР-03,1617.27,1880.45,263.18,2019,2,Q1,16.3,Материалы и запчасти
ОП-2019-001066,МСТ-007,Канжуган,СКВ-01066,2019-02-04,2019-02-13,355.7,381.0,9,ЗТР-09,348.35,402.22,53.87,2019,2,Q1,15.5,Прочие расходы
ОП-2019-001084,МСТ-012,Заречное,СКВ-01084,2019-02-04,2019-02-18,711.0,667.9,14,ЗТР-03,1645.23,1899.83,254.6,2019,2,Q1,15.5,Материалы и запчасти
ОП-2019-001012,МСТ-001,Инкай,СКВ-01012,2019-02-04,2019-02-19,791.8,750.3,15,ЗТР-04,2723.62,3184.07,460.45,2019,2,Q1,16.9,Транспорт и логистика
ОП-2019-001066,МСТ-007,Канжуган,СКВ-01066,2019-02-04,2019-02-13,355.7,381.0,9,ЗТР-02,2583.74,2995.7,411.96,2019,2,Q1,15.9,Заработная плата
ОП-2019-001022,МСТ-002,Буденовское,СКВ-01022,2019-02-04,2019-02-13,418.4,429.1,9,ЗТР-07,1036.36,1200.85,164.49,2019,2,Q1,15.9,Электроэнергия
ОП-2019-001045,МСТ-004,Южный Инкай,СКВ-01045,2019-02-05,2019-02-21,606.5,632.2,16,ЗТР-03,3720.95,4305.34,584.39,2019,2,Q1,15.7,Материалы и запчасти
ОП-2019-001076,МСТ-009,Ирколь,СКВ-01076,2019-02-06,2019-02-20,760.3,711.9,14,ЗТР-02,5449.4,6325.25,875.85,2019,2,Q1,16.1,Заработная плата
ОП-2019-001076,МСТ-009,Ирколь,СКВ-01076,2019-02-06,2019-02-20,760.3,711.9,14,ЗТР-06,1974.43,2282.12,307.69,2019,2,Q1,15.6,Подрядные работы
ОП-2019-001076,МСТ-009,Ирколь,СКВ-01076,2019-02-06,2019-02-20,760.3,711.9,14,ЗТР-07,875.89,1022.45,146.56,2019,2,Q1,16.7,Электроэнергия
ОП-2019-001049,МСТ-005,Харасан,СКВ-01049,2019-02-06,2019-02-16,570.3,556.9,10,ЗТР-08,440.05,511.1,71.05,2019,2,Q1,16.1,Охрана труда и ТБ
ОП-2019-001053,МСТ-006,Мынкудук,СКВ-01053,2019-02-08,2019-03-02,926.6,874.8,22,ЗТР-04,2347.47,2740.03,392.56,2019,2,Q1,16.7,Транспорт и логистика
ОП-2019-001013,МСТ-001,Инкай,СКВ-01013,2019-02-08,2019-03-01,740.4,799.2,21,ЗТР-09,696.61,811.58,114.97,2019,2,Q1,16.5,Прочие расходы
ОП-2019-001032,МСТ-003,Акдала,СКВ-01032,2019-02-09,2019-02-27,694.4,646.7,18,ЗТР-06,424.06,494.77,70.71,2019,2,Q1,16.7,Подрядные работы
ОП-2019-001011,МСТ-001,Инкай,СКВ-01011,2019-02-09,2019-03-01,692.4,681.2,20,ЗТР-06,2688.09,3125.23,437.14,2019,2,Q1,16.3,Подрядные работы
ОП-2019-001051,МСТ-005,Харасан,СКВ-01051,2019-02-10,2019-02-18,397.5,435.5,8,ЗТР-06,2033.57,2360.27,326.7,2019,2,Q1,16.1,Подрядные работы
ОП-2019-001043,МСТ-004,Южный Инкай,СКВ-01043,2019-02-11,2019-03-06,784.9,756.8,23,ЗТР-01,3484.61,4071.14,586.53,2019,2,Q1,16.8,ГСМ и топливо
ОП-2019-001043,МСТ-004,Южный Инкай,СКВ-01043,2019-02-11,2019-03-06,784.9,756.8,23,ЗТР-07,1396.74,1636.51,239.77,2019,2,Q1,17.2,Электроэнергия
ОП-2019-001088,МСТ-012,Заречное,СКВ-01088,2019-02-13,2019-02-22,478.5,524.4,9,ЗТР-05,1113.65,1302.24,188.59,2019,2,Q1,16.9,Амортизация оборудования
ОП-2019-001088,МСТ-012,Заречное,СКВ-01088,2019-02-13,2019-02-22,478.5,524.4,9,ЗТР-07,534.38,615.41,81.03,2019,2,Q1,15.2,Электроэнергия
ОП-2019-001031,МСТ-003,Акдала,СКВ-01031,2019-02-13,2019-03-03,602.6,609.7,18,ЗТР-01,2477.31,2912.29,434.98,2019,2,Q1,17.6,ГСМ и топливо
ОП-2019-001031,МСТ-003,Акдала,СКВ-01031,2019-02-13,2019-03-03,602.6,609.7,18,ЗТР-02,3605.71,4165.12,559.41,2019,2,Q1,15.5,Заработная плата
ОП-2019-001031,МСТ-003,Акдала,СКВ-01031,2019-02-13,2019-03-03,602.6,609.7,18,ЗТР-06,438.95,509.38,70.43,2019,2,Q1,16.0,Подрядные работы
ОП-2019-001031,МСТ-003,Акдала,СКВ-01031,2019-02-13,2019-03-03,602.6,609.7,18,ЗТР-07,1208.78,1414.1,205.32,2019,2,Q1,17.0,Электроэнергия
ОП-2019-001070,МСТ-008,Уванас,СКВ-01070,2019-02-14,2019-03-12,781.0,855.5,26,ЗТР-04,2123.55,2458.18,334.63,2019,2,Q1,15.8,Транспорт и логистика
ОП-2019-001070,МСТ-008,Уванас,СКВ-01070,2019-02-14,2019-03-12,781.0,855.5,26,ЗТР-08,944.65,1110.96,166.31,2019,2,Q1,17.6,Охрана труда и ТБ
ОП-2019-001070,МСТ-008,Уванас,СКВ-01070,2019-02-14,2019-03-12,781.0,855.5,26,ЗТР-01,5542.63,6393.48,850.85,2019,2,Q1,15.4,ГСМ и топливо
ОП-2019-001030,МСТ-003,Акдала,СКВ-01030,2019-02-15,2019-02-24,495.8,471.5,9,ЗТР-04,1309.2,1521.92,212.72,2019,2,Q1,16.2,Транспорт и логистика
ОП-2019-001030,МСТ-003,Акдала,СКВ-01030,2019-02-15,2019-02-24,495.8,471.5,9,ЗТР-05,986.87,1144.21,157.34,2019,2,Q1,15.9,Амортизация оборудования
ОП-2019-001050,МСТ-005,Харасан,СКВ-01050,2019-02-15,2019-02-28,571.1,543.4,13,ЗТР-08,462.44,541.05,78.61,2019,2,Q1,17.0,Охрана труда и ТБ
ОП-2019-001056,МСТ-006,Мынкудук,СКВ-01056,2019-02-18,2019-03-11,783.5,800.6,21,ЗТР-04,1577.16,1823.48,246.32,2019,2,Q1,15.6,Транспорт и логистика
ОП-2019-001020,МСТ-002,Буденовское,СКВ-01020,2019-02-18,2019-02-27,427.4,456.0,9,ЗТР-09,456.64,531.36,74.72,2019,2,Q1,16.4,Прочие расходы
ОП-2019-001035,МСТ-003,Акдала,СКВ-01035,2019-02-19,2019-03-04,861.1,802.1,13,ЗТР-09,182.46,214.59,32.13,2019,2,Q1,17.6,Прочие расходы
ОП-2019-001072,МСТ-008,Уванас,СКВ-01072,2019-02-19,2019-03-03,703.1,662.4,12,ЗТР-06,2136.75,2479.92,343.17,2019,2,Q1,16.1,Подрядные работы
ОП-2019-001015,МСТ-001,Инкай,СКВ-01015,2019-02-20,2019-03-03,659.8,630.6,11,ЗТР-03,2655.07,3083.82,428.75,2019,2,Q1,16.1,Материалы и запчасти
ОП-2019-001052,МСТ-006,Мынкудук,СКВ-01052,2019-02-20,2019-03-05,772.5,718.5,13,ЗТР-09,356.32,418.63,62.31,2019,2,Q1,17.5,Прочие расходы
ОП-2019-001054,МСТ-006,Мынкудук,СКВ-01054,2019-02-20,2019-03-13,908.0,840.6,21,ЗТР-07,1191.46,1383.36,191.9,2019,2,Q1,16.1,Электроэнергия
ОП-2019-001039,МСТ-004,Южный Инкай,СКВ-01039,2019-02-22,2019-03-05,686.9,697.2,11,ЗТР-08,620.23,728.86,108.63,2019,2,Q1,17.5,Охрана труда и ТБ
ОП-2019-001068,МСТ-008,Уванас,СКВ-01068,2019-02-22,2019-03-11,927.1,870.8,17,ЗТР-09,295.03,342.24,47.21,2019,2,Q1,16.0,Прочие расходы
ОП-2019-001014,МСТ-001,Инкай,СКВ-01014,2019-02-23,2019-03-07,520.2,564.0,12,ЗТР-03,2756.82,3180.35,423.53,2019,2,Q1,15.4,Материалы и запчасти
