номер_скважины,наименование_месторождения,глубина_факт_м,год,total_plan,total_fact,cost_per_meter,variance_pct,is_anomaly
СКВ-00666,Мынкудук,694.4,2018,12738.49,13212.7,19.03,3.7,False
СКВ-00667,Мынкудук,891.4,2018,14362.4,14964.39,16.79,4.2,False
СКВ-00668,Канжуган,211.7,2018,6358.82,6636.32,31.35,4.4,False
СКВ-00669,Канжуган,323.6,2018,7996.53,8248.6,25.49,3.2,False
СКВ-00670,Канжуган,308.9,2018,8436.86,8854.789999999999,28.67,5.0,False
СКВ-00671,Уванас,643.3,2018,14008.59,14717.85,22.88,5.1,False
СКВ-00672,Уванас,445.0,2018,8755.07,8756.5,19.68,0.0,False
СКВ-00673,Уванас,648.5,2018,15170.869999999999,15538.44,23.96,2.4,False
СКВ-00674,Уванас,428.7,2018,10403.880000000001,10523.73,24.55,1.2,False
СКВ-00675,Уванас,534.2,2018,11294.1,11783.78,22.06,4.3,False
СКВ-00676,Уванас,651.7,2018,15609.05,16157.939999999999,24.79,3.5,False
СКВ-00677,Уванас,526.9,2018,10688.630000000001,10960.52,20.8,2.5,False
СКВ-00678,Уванас,542.1,2018,13344.960000000001,14481.54,26.71,8.5,False
СКВ-00679,Ирколь,713.1,2018,12121.24,13246.28,18.58,9.3,False
СКВ-00680,Ирколь,637.4,2018,12572.109999999999,13360.88,20.96,6.3,False
СКВ-00681,Ирколь,716.2,2018,13948.74,14842.48,20.72,6.4,False
СКВ-00682,Ирколь,808.8,2018,19362.99,20143.309999999998,24.91,4.0,False
СКВ-00683,Ирколь,518.9,2018,9927.86,10374.64,19.99,4.5,False
СКВ-00684,Ирколь,479.6,2018,10097.24,10516.36,21.93,4.2,False
СКВ-00685,Северный Харасан,453.2,2018,10731.13,11277.56,24.88,5.1,False
СКВ-00686,Северный Харасан,520.6,2018,12203.27,12722.62,24.44,4.3,False
СКВ-00687,Северный Харасан,548.3,2018,11438.960000000001,12091.93,22.05,5.7,False
СКВ-00688,Северный Харасан,529.3,2018,14024.779999999999,14721.4,27.81,5.0,False
СКВ-00689,Северный Харасан,541.2,2018,13110.57,13869.119999999999,25.63,5.8,False
СКВ-00690,Заречное,537.5,2018,11555.77,12211.33,22.72,5.7,False
СКВ-00691,Заречное,885.2,2018,17479.36,18581.73,20.99,6.3,False
СКВ-00692,Заречное,829.0,2018,17435.17,18929.69,22.83,8.6,False
СКВ-00693,Заречное,831.0,2018,14439.970000000001,14816.69,17.83,2.6,False
СКВ-00694,Заречное,725.7,2018,12183.08,12738.99,17.55,4.6,False
СКВ-00695,Инкай,511.1,2018,11918.24,12138.69,23.75,1.8,False
СКВ-00696,Инкай,756.9,2018,16923.45,18043.09,23.84,6.6,False
СКВ-00697,Инкай,461.0,2018,12681.45,13738.970000000001,29.8,8.3,False
СКВ-00698,Инкай,835.6,2018,16831.170000000002,17949.23,21.48,6.6,False
СКВ-00699,Инкай,677.7,2018,15494.81,16751.81,24.72,8.1,False
СКВ-00700,Инкай,861.6,2018,20609.16,20856.28,24.21,1.2,False
СКВ-00701,Инкай,538.6,2018,10066.560000000001,10761.76,19.98,6.9,False
СКВ-00702,Инкай,781.4,2018,19480.67,19797.28,25.34,1.6,False
СКВ-00703,Инкай,764.5,2018,17688.35,18515.46,24.22,4.7,False
СКВ-00704,Буденовское,573.8,2018,18207.79,19304.49,33.64,6.0,False
СКВ-00705,Буденовское,496.3,2018,13250.369999999999,14108.1,28.43,6.5,False
СКВ-00706,Буденовское,423.5,2018,11565.39,12701.5,29.99,9.8,False
СКВ-00707,Акдала,880.4,2018,17019.65,17777.9,20.19,4.5,False
СКВ-00708,Акдала,677.2,2018,14807.58,16465.31,24.31,11.2,False
СКВ-00709,Акдала,857.3,2018,13432.46,14167.869999999999,16.53,5.5,False
СКВ-00710,Акдала,604.8,2018,12164.289999999999,13147.27,21.74,8.1,False
СКВ-00711,Акдала,709.9,2018,14935.35,15681.02,22.09,5.0,False
СКВ-00712,Акдала,441.7,2018,9250.1,9869.17,22.34,6.7,False
СКВ-00713,Акдала,697.9,2018,19137.61,20279.25,29.06,6.0,False
СКВ-00714,Акдала,810.7,2018,23440.6,25010.41,30.85,6.7,False
СКВ-00715,Южный Инкай,414.9,2018,10919.46,10876.46,26.21,-0.4,False
СКВ-00716,Южный Инкай,805.2,2018,18276.850000000002,19782.56,24.57,8.2,False
СКВ-00717,Южный Инкай,545.2,2018,18216.27,19556.65,35.87,7.4,False
СКВ-00718,Южный Инкай,550.6,2018,12627.88,13276.259999999998,24.11,5.1,False
СКВ-00719,Южный Инкай,487.6,2018,10993.07,12079.06,24.77,9.9,False
СКВ-00720,Харасан,667.1,2018,14484.66,14856.73,22.27,2.6,False
СКВ-00721,Харасан,611.0,2018,11784.289999999999,12350.29,20.21,4.8,False
СКВ-00722,Харасан,454.1,2018,8517.94,9069.69,19.97,6.5,False
СКВ-00723,Харасан,757.2,2018,17238.12,18712.01,24.71,8.6,False
СКВ-00724,Харасан,523.3,2018,12233.869999999999,13207.77,25.24,8.0,False
СКВ-00725,Харасан,516.7,2018,12076.32,13028.41,25.21,7.9,False
СКВ-00726,Харасан,671.2,2018,13821.49,14709.11,21.91,6.4,False
СКВ-00727,Харасан,749.2,2018,15229.67,16347.81,21.82,7.3,False
СКВ-00728,Харасан,531.9,2018,13793.09,14849.65,27.92,7.7,False
СКВ-00729,Харасан,730.7,2018,15016.65,16663.14,22.8,11.0,False
СКВ-00730,Харасан,657.7,2018,13452.21,14143.31,21.5,5.1,False
СКВ-00731,Мынкудук,529.5,2018,12178.74,12729.75,24.04,4.5,False
СКВ-00732,Мынкудук,857.5,2018,13695.23,14666.44,17.1,7.1,False
СКВ-00733,Мынкудук,674.1,2018,15882.529999999999,16465.74,24.43,3.7,False
СКВ-00734,Мынкудук,565.4,2018,12001.55,12605.5,22.29,5.0,False
СКВ-00735,Мынкудук,413.3,2018,11546.91,11527.880000000001,27.89,-0.2,False
СКВ-00736,Мынкудук,515.4,2018,13405.09,13532.24,26.26,0.9,False
СКВ-00737,Мынкудук,475.0,2018,12135.48,12963.619999999999,27.29,6.8,False
СКВ-00738,Канжуган,309.2,2018,7753.67,8377.29,27.09,8.0,False
СКВ-00739,Канжуган,375.8,2018,6871.07,7521.42,20.01,9.5,False
СКВ-00740,Канжуган,382.3,2018,10550.73,11143.28,29.15,5.6,False
СКВ-00741,Канжуган,487.9,2018,11870.32,12616.6,25.86,6.3,False
СКВ-00742,Канжуган,237.0,2018,8024.3099999999995,8199.9,34.6,2.2,False
СКВ-00743,Канжуган,447.0,2018,11650.08,12441.08,27.83,6.8,False
СКВ-00744,Уванас,790.2,2018,19551.2,20295.03,25.68,3.8,False
СКВ-00745,Уванас,492.0,2018,11976.56,12570.960000000001,25.55,5.0,False
СКВ-00746,Уванас,887.5,2018,19748.97,19987.15,22.52,1.2,False
СКВ-00747,Уванас,447.9,2018,7617.11,8145.16,18.19,6.9,False
СКВ-00748,Ирколь,898.6,2018,15950.169999999998,17116.32,19.05,7.3,False
СКВ-00749,Ирколь,540.5,2018,12575.16,13121.01,24.28,4.3,False
СКВ-00750,Ирколь,554.4,2018,12450.24,12719.42,22.94,2.2,False
СКВ-00751,Ирколь,856.9,2018,27733.469999999998,28051.21,32.74,1.1,False
СКВ-00752,Ирколь,508.0,2018,10418.64,11035.72,21.72,5.9,False
СКВ-00753,Ирколь,512.3,2018,8350.22,8673.53,16.93,3.9,False
СКВ-00754,Ирколь,809.2,2018,15016.58,15536.04,19.2,3.5,False
СКВ-00755,Ирколь,485.6,2018,11137.34,11343.1,23.36,1.8,False
СКВ-00756,Северный Харасан,520.5,2018,12528.78,12580.789999999999,24.17,0.4,False
СКВ-00757,Северный Харасан,297.2,2018,8426.36,9334.130000000001,31.41,10.8,False
СКВ-00758,Северный Харасан,305.3,2018,6989.2699999999995,7393.16,24.22,5.8,False
СКВ-00759,Заречное,449.2,2018,10440.38,10730.71,23.89,2.8,False
СКВ-00760,Заречное,600.7,2018,17076.62,17325.16,28.84,1.5,False
СКВ-00761,Заречное,540.2,2018,14600.57,14834.3,27.46,1.6,False
СКВ-00762,Заречное,508.9,2018,12850.0,14120.21,27.75,9.9,False
СКВ-00763,Заречное,539.3,2018,12214.57,13456.66,24.95,10.2,False
СКВ-00764,Заречное,661.2,2018,16846.96,17703.190000000002,26.77,5.1,False
СКВ-00765,Заречное,476.3,2018,10170.380000000001,10496.07,22.04,3.2,False
СКВ-00766,Заречное,759.8,2018,15056.65,16037.619999999999,21.11,6.5,False
СКВ-00767,Заречное,454.6,2018,8944.02,9196.1,20.23,2.8,False
СКВ-00768,Инкай,460.9,2018,9168.48,9746.77,21.15,6.3,False
СКВ-00769,Инкай,865.9,2018,19276.1,20650.32,23.85,7.1,False
СКВ-00770,Инкай,598.8,2018,22012.08,22301.45,37.24,1.3,False
СКВ-00771,Инкай,806.5,2018,18155.54,18340.79,22.74,1.0,False
СКВ-00772,Инкай,476.2,2018,9409.58,9822.25,20.63,4.4,False
СКВ-00773,Инкай,880.8,2018,25300.309999999998,28127.620000000003,31.93,11.2,False
СКВ-00774,Инкай,463.4,2018,13693.86,14058.95,30.34,2.7,False
СКВ-00775,Инкай,461.2,2018,10225.48,10513.27,22.8,2.8,False
СКВ-00776,Инкай,842.9,2018,24562.57,24920.32,29.56,1.5,False
СКВ-00777,Инкай,798.1,2018,16935.18,17557.33,22.0,3.7,False
СКВ-00778,Инкай,578.1,2018,11696.36,12628.09,21.84,8.0,False
СКВ-00779,Буденовское,265.4,2018,6687.87,7189.53,27.09,7.5,False
СКВ-00780,Буденовское,465.2,2018,14231.210000000001,14172.330000000002,30.47,-0.4,False
СКВ-00781,Буденовское,480.2,2018,10714.76,11249.0,23.43,5.0,False
СКВ-00782,Акдала,721.5,2018,16556.03,17341.7,24.04,4.7,False
СКВ-00783,Акдала,498.2,2018,14853.630000000001,15334.84,30.78,3.2,False
СКВ-00784,Акдала,615.4,2018,22387.22,23321.54,37.9,4.2,False
СКВ-00785,Акдала,701.8,2018,16823.28,17555.61,25.02,4.4,False
СКВ-00786,Акдала,680.9,2018,22962.63,24360.97,35.78,6.1,False
СКВ-00787,Акдала,545.0,2018,10701.900000000001,11257.75,20.66,5.2,False
СКВ-00788,Акдала,409.6,2018,9739.15,10524.98,25.7,8.1,False
СКВ-00789,Южный Инкай,629.2,2018,15771.279999999999,16040.67,25.49,1.7,False
СКВ-00790,Южный Инкай,407.6,2018,11208.26,11757.36,28.85,4.9,False
СКВ-00791,Южный Инкай,688.7,2018,20131.73,20584.34,29.89,2.2,False
СКВ-00792,Южный Инкай,597.6,2018,14491.78,14935.029999999999,24.99,3.1,False
СКВ-00793,Южный Инкай,510.5,2018,12754.58,13502.8,26.45,5.9,False
СКВ-00794,Южный Инкай,838.8,2018,22450.08,23929.25,28.53,6.6,False
СКВ-00795,Харасан,624.4,2018,17359.98,18941.629999999997,30.34,9.1,False
СКВ-00796,Харасан,865.8,2018,22526.53,24430.99,28.22,8.5,False
СКВ-00797,Харасан,824.7,2018,24791.829999999998,25204.84,30.56,1.7,False
СКВ-00798,Харасан,699.9,2018,19839.100000000002,21249.08,30.36,7.1,False
СКВ-00799,Харасан,781.3,2018,19847.879999999997,21268.050000000003,27.22,7.2,False
СКВ-00800,Харасан,609.0,2018,15347.320000000002,15594.43,25.61,1.6,False
СКВ-00801,Харасан,653.0,2018,24094.2,25431.03,38.94,5.5,False
СКВ-00802,Харасан,630.2,2018,19440.94,21941.35,34.82,12.9,False
СКВ-00803,Харасан,776.2,2018,17759.46,18133.86,23.36,2.1,False
СКВ-00804,Харасан,685.6,2018,14307.27,14526.79,21.19,1.5,False
СКВ-00805,Харасан,444.8,2018,8321.32,8970.59,20.17,7.8,False
СКВ-00806,Мынкудук,863.2,2018,22733.34,23932.11,27.72,5.3,False
СКВ-00807,Мынкудук,820.8,2018,18229.510000000002,19725.99,24.03,8.2,False
СКВ-00808,Мынкудук,612.2,2018,13489.29,13660.91,22.31,1.3,False
СКВ-00809,Мынкудук,863.0,2018,22031.89,23632.91,27.38,7.3,False
СКВ-00810,Мынкудук,844.8,2018,20113.47,21509.36,25.46,6.9,False
СКВ-00811,Мынкудук,500.6,2018,11899.64,12607.400000000001,25.18,5.9,False
СКВ-00812,Мынкудук,775.1,2018,31504.77,32012.03,41.3,1.6,False
СКВ-00813,Мынкудук,512.9,2018,13963.34,15142.86,29.52,8.4,False
СКВ-00814,Мынкудук,704.3,2018,22319.4,24067.68,34.17,7.8,False
СКВ-00815,Мынкудук,414.2,2018,8155.91,8498.77,20.52,4.2,False
СКВ-00816,Канжуган,287.4,2018,11149.32,12111.869999999999,42.14,8.6,False
СКВ-00817,Канжуган,300.6,2018,8395.63,8633.05,28.72,2.8,False
СКВ-00818,Уванас,656.9,2018,14761.13,15130.47,23.03,2.5,False
СКВ-00819,Уванас,436.9,2018,11203.41,11569.369999999999,26.48,3.3,False
СКВ-00820,Уванас,868.2,2018,22603.96,24381.84,28.08,7.9,False
СКВ-00821,Уванас,426.6,2018,11471.24,12003.4,28.14,4.6,False
СКВ-00822,Уванас,543.0,2018,13757.3,14178.14,26.11,3.1,False
СКВ-00823,Уванас,872.9,2018,20489.27,21747.01,24.91,6.1,False
СКВ-00824,Уванас,715.0,2018,18201.75,20146.93,28.18,10.7,False
СКВ-00825,Уванас,422.5,2018,11145.02,12274.86,29.05,10.1,False
СКВ-00826,Ирколь,783.6,2018,24172.29,24601.34,31.4,1.8,False
СКВ-00827,Ирколь,875.4,2018,24672.46,27377.07,31.27,11.0,False
СКВ-00828,Ирколь,582.8,2018,14767.69,15569.46,26.71,5.4,False
СКВ-00829,Ирколь,513.1,2018,12357.01,12994.199999999999,25.32,5.2,False
СКВ-00830,Ирколь,853.5,2018,27992.260000000002,28326.18,33.19,1.2,False
СКВ-00831,Ирколь,502.0,2018,11958.99,12517.470000000001,24.94,4.7,False
СКВ-00832,Ирколь,694.5,2018,18448.09,18908.22,27.23,2.5,False
СКВ-00833,Ирколь,487.3,2018,12425.91,12371.96,25.39,-0.4,False
СКВ-00834,Ирколь,429.0,2018,10737.29,10986.84,25.61,2.3,False
СКВ-00835,Ирколь,601.1,2018,14508.81,15766.98,26.23,8.7,False
СКВ-00836,Жалпак,525.7,2018,16439.42,17060.47,32.45,3.8,False
СКВ-00837,Северный Харасан,470.1,2018,12588.74,12953.47,27.55,2.9,False
СКВ-00838,Северный Харасан,305.1,2018,11463.78,12248.47,40.15,6.8,False
СКВ-00839,Северный Харасан,597.2,2018,13643.880000000001,14406.75,24.12,5.6,False
СКВ-00840,Северный Харасан,201.5,2018,5516.03,5809.87,28.83,5.3,False
СКВ-00841,Северный Харасан,355.8,2018,10055.630000000001,10514.98,29.55,4.6,False
СКВ-00842,Заречное,725.3,2018,18750.99,19943.22,27.5,6.4,False
СКВ-00843,Заречное,510.9,2018,16284.05,17348.03,33.96,6.5,False
СКВ-00844,Заречное,699.7,2018,14843.35,15878.9,22.69,7.0,False
СКВ-00845,Заречное,715.5,2018,17490.41,18466.1,25.81,5.6,False
СКВ-00846,Заречное,433.2,2018,9686.94,9638.14,22.25,-0.5,False
СКВ-00847,Инкай,635.1,2018,18962.21,20184.0,31.78,6.4,False
СКВ-00848,Инкай,845.8,2018,20405.85,22206.74,26.26,8.8,False
СКВ-00849,Инкай,501.5,2018,14962.65,15223.630000000001,30.36,1.7,False
СКВ-00850,Инкай,592.0,2018,14196.49,15026.62,25.38,5.8,False
СКВ-00851,Инкай,546.2,2018,14823.28,16117.539999999999,29.51,8.7,False
СКВ-00852,Инкай,454.6,2018,11162.57,11677.75,25.69,4.6,False
СКВ-00853,Инкай,852.1,2018,19093.9,19619.600000000002,23.02,2.8,False
СКВ-00854,Инкай,815.2,2018,22438.61,23346.22,28.64,4.0,False
СКВ-00855,Инкай,709.6,2018,21741.06,22478.3,31.68,3.4,False
СКВ-00856,Инкай,407.9,2018,11555.630000000001,12018.29,29.46,4.0,False
СКВ-00857,Инкай,633.2,2018,11721.65,11937.26,18.85,1.8,False
СКВ-00858,Инкай,542.2,2018,16776.48,17675.52,32.6,5.4,False
СКВ-00859,Инкай,736.9,2018,19945.34,20885.02,28.34,4.7,False
СКВ-00860,Инкай,836.4,2018,25170.59,25836.19,30.89,2.6,False
СКВ-00861,Буденовское,435.3,2018,12693.380000000001,13170.87,30.26,3.8,False
СКВ-00862,Буденовское,460.3,2018,15243.19,16141.279999999999,35.07,5.9,False
СКВ-00863,Буденовское,592.3,2018,17864.96,18981.64,32.05,6.3,False
СКВ-00864,Буденовское,269.4,2018,10337.48,11119.94,41.28,7.6,False
СКВ-00865,Буденовское,330.5,2018,10868.95,11106.71,33.61,2.2,False
СКВ-00866,Буденовское,377.2,2018,11670.98,12346.19,32.73,5.8,False
СКВ-00867,Буденовское,232.8,2018,6676.1,7328.46,31.48,9.8,False
СКВ-00868,Акдала,674.5,2018,18514.010000000002,19304.72,28.62,4.3,False
СКВ-00869,Акдала,757.8,2018,31643.02,32994.88,43.54,4.3,False
СКВ-00870,Акдала,802.5,2018,22835.329999999998,23961.19,29.86,4.9,False
СКВ-00871,Акдала,461.5,2018,10767.89,11421.43,24.75,6.1,False
СКВ-00872,Акдала,640.3,2018,19185.27,19640.16,30.67,2.4,False
СКВ-00873,Акдала,803.6,2018,20821.54,21259.16,26.45,2.1,False
СКВ-00874,Акдала,721.5,2018,18707.79,19357.32,26.83,3.5,False
СКВ-00875,Южный Инкай,673.7,2018,15821.74,17309.15,25.69,9.4,False
СКВ-00876,Южный Инкай,651.1,2018,19526.27,21055.64,32.34,7.8,False
СКВ-00877,Южный Инкай,727.5,2018,22195.629999999997,23074.29,31.72,4.0,False
СКВ-00878,Южный Инкай,781.0,2018,19800.879999999997,22348.85,28.62,12.9,False
СКВ-00879,Южный Инкай,717.7,2018,17653.17,18431.94,25.68,4.4,False
СКВ-00880,Южный Инкай,742.5,2018,31044.260000000002,31676.9,42.66,2.0,False
СКВ-00881,Южный Инкай,737.1,2018,18650.82,19385.66,26.3,3.9,False
СКВ-00882,Южный Инкай,512.1,2018,16600.28,17439.79,34.06,5.1,False
СКВ-00883,Южный Инкай,612.4,2018,20014.02,21495.09,35.1,7.4,False
СКВ-00884,Южный Инкай,781.0,2018,21321.11,22492.72,28.8,5.5,False
СКВ-00885,Харасан,593.2,2018,12747.94,13540.26,22.83,6.2,False
СКВ-00886,Харасан,688.4,2018,17951.82,18677.190000000002,27.13,4.0,False
СКВ-00887,Харасан,574.0,2018,16676.670000000002,17805.65,31.02,6.8,False
СКВ-00888,Харасан,560.9,2018,11525.6,12085.68,21.55,4.9,False
СКВ-00889,Харасан,505.6,2018,12991.08,13581.16,26.86,4.5,False
СКВ-00890,Харасан,494.7,2018,13432.17,14264.75,28.84,6.2,False
СКВ-00891,Харасан,893.2,2018,23410.02,25253.829999999998,28.27,7.9,False
СКВ-00892,Мынкудук,874.3,2018,24798.75,26222.579999999998,29.99,5.7,False
СКВ-00893,Мынкудук,823.9,2018,19828.32,19987.52,24.26,0.8,False
СКВ-00894,Мынкудук,551.0,2018,16582.65,17530.3,31.82,5.7,False
СКВ-00895,Мынкудук,760.8,2018,25324.83,26372.29,34.66,4.1,False
СКВ-00896,Мынкудук,541.2,2018,17237.61,18588.25,34.35,7.8,False
СКВ-00897,Мынкудук,792.9,2018,17712.190000000002,18591.53,23.45,5.0,False
СКВ-00898,Мынкудук,859.2,2018,30762.45,33550.26,39.05,9.1,False
СКВ-00899,Мынкудук,483.0,2018,10877.47,11556.47,23.93,6.2,False
СКВ-00900,Канжуган,593.3,2018,18013.79,19012.39,32.05,5.5,False
СКВ-00901,Канжуган,333.1,2018,8802.03,9619.119999999999,28.88,9.3,False
СКВ-00902,Канжуган,379.8,2018,11972.26,12653.07,33.32,5.7,False
СКВ-00903,Канжуган,565.0,2018,19271.75,19903.010000000002,35.23,3.3,False
СКВ-00904,Канжуган,335.4,2018,11113.28,11404.93,34.0,2.6,False
СКВ-00905,Канжуган,546.4,2018,30852.19,32048.96,58.65,3.9,False
СКВ-00906,Уванас,631.8,2018,18221.02,19321.5,30.58,6.0,False
СКВ-00907,Уванас,551.4,2018,12755.36,13447.89,24.39,5.4,False
СКВ-00908,Уванас,652.6,2018,24469.699999999997,26454.54,40.54,8.1,False
СКВ-00909,Уванас,803.7,2018,22072.93,22667.8,28.2,2.7,False
СКВ-00910,Уванас,584.9,2018,16886.47,17268.57,29.52,2.3,False
СКВ-00911,Ирколь,641.8,2018,16922.76,17318.33,26.98,2.3,False
СКВ-00912,Ирколь,660.2,2018,18967.86,20502.19,31.05,8.1,False
СКВ-00913,Ирколь,430.0,2018,10408.01,11169.55,25.98,7.3,False
СКВ-00914,Ирколь,685.9,2018,18791.11,20434.94,29.79,8.7,False
СКВ-00915,Ирколь,845.6,2018,23926.379999999997,25422.1,30.06,6.3,False
СКВ-00916,Ирколь,463.3,2018,11587.62,12043.11,25.99,3.9,False
СКВ-00917,Ирколь,495.7,2018,14471.9,14866.62,29.99,2.7,False
СКВ-00918,Ирколь,404.1,2018,9427.28,9444.28,23.37,0.2,False
СКВ-00919,Северный Харасан,425.1,2018,13240.69,13723.51,32.28,3.6,False
СКВ-00920,Северный Харасан,243.2,2018,7960.49,7888.530000000001,32.44,-0.9,False
СКВ-00921,Северный Харасан,222.0,2018,7020.52,7303.48,32.9,4.0,False
СКВ-00922,Северный Харасан,379.8,2018,10074.68,11025.07,29.03,9.4,False
СКВ-00923,Северный Харасан,401.9,2018,10951.35,11523.46,28.67,5.2,False
СКВ-00924,Заречное,767.7,2018,23094.32,24090.489999999998,31.38,4.3,False
СКВ-00925,Заречное,713.1,2018,20684.06,21303.149999999998,29.87,3.0,False
СКВ-00926,Заречное,690.3,2018,17481.34,19093.53,27.66,9.2,False
СКВ-00927,Заречное,527.0,2018,14216.329999999998,13967.58,26.5,-1.7,False
СКВ-00928,Заречное,860.7,2018,22406.12,23020.45,26.75,2.7,False
СКВ-00929,Заречное,746.3,2018,19754.72,20396.59,27.33,3.2,False
СКВ-00930,Инкай,432.6,2019,13147.86,13610.86,31.46,3.5,False
СКВ-00931,Инкай,579.0,2019,22210.77,22336.6,38.58,0.6,False
СКВ-00932,Инкай,775.3,2019,18559.84,19589.86,25.27,5.5,False
СКВ-00933,Инкай,742.7,2019,20348.02,21580.41,29.06,6.1,False
СКВ-00934,Инкай,778.5,2019,21655.1,22297.0,28.64,3.0,False
СКВ-00935,Инкай,852.9,2019,22937.18,24011.55,28.15,4.7,False
СКВ-00936,Инкай,696.5,2019,19466.989999999998,21108.690000000002,30.31,8.4,False
СКВ-00937,Инкай,808.7,2019,30533.38,31850.05,39.38,4.3,False
СКВ-00938,Инкай,730.5,2019,20994.41,22774.34,31.18,8.5,False
СКВ-00939,Инкай,758.5,2019,21277.46,22768.73,30.02,7.0,False
СКВ-00940,Инкай,727.0,2019,17718.73,18600.829999999998,25.59,5.0,False
СКВ-00941,Инкай,507.9,2019,12361.06,12902.38,25.4,4.4,False
СКВ-00942,Буденовское,362.0,2019,11928.25,12388.15,34.22,3.9,False
СКВ-00943,Буденовское,558.0,2019,17023.45,17760.73,31.83,4.3,False
СКВ-00944,Буденовское,336.8,2019,12024.4,12387.46,36.78,3.0,False
СКВ-00945,Буденовское,404.0,2019,15096.43,15379.14,38.07,1.9,False
СКВ-00946,Буденовское,417.8,2019,11878.49,12708.3,30.42,7.0,False
СКВ-00947,Буденовское,268.1,2019,7157.87,7620.639999999999,28.42,6.5,False
СКВ-00948,Акдала,413.2,2019,11816.93,13057.9,31.6,10.5,False
СКВ-00949,Акдала,869.3,2019,26440.53,29510.4,33.95,11.6,False
СКВ-00950,Акдала,733.9,2019,16764.100000000002,17653.57,24.05,5.3,False
СКВ-00951,Акдала,601.6,2019,19635.75,21060.2,35.01,7.3,False
СКВ-00952,Акдала,868.8,2019,25037.73,26333.89,30.31,5.2,False
СКВ-00953,Акдала,565.0,2019,19985.57,21094.0,37.33,5.5,False
СКВ-00954,Акдала,840.1,2019,29553.57,31309.44,37.27,5.9,False
СКВ-00955,Южный Инкай,643.4,2019,17928.84,18782.420000000002,29.19,4.8,False
СКВ-00956,Южный Инкай,611.1,2019,15016.83,16142.76,26.42,7.5,False
СКВ-00957,Южный Инкай,817.5,2019,24928.54,26107.5,31.94,4.7,False
СКВ-00958,Южный Инкай,440.4,2019,12487.46,12582.06,28.57,0.8,False
СКВ-00959,Южный Инкай,401.4,2019,13018.57,13738.74,34.23,5.5,False
СКВ-00960,Южный Инкай,436.9,2019,12637.17,12917.23,29.57,2.2,False
СКВ-00961,Южный Инкай,610.3,2019,17174.969999999998,18347.559999999998,30.06,6.8,False
СКВ-00962,Харасан,530.5,2019,20778.52,22065.34,41.59,6.2,False
СКВ-00963,Харасан,680.3,2019,28028.58,29936.690000000002,44.01,6.8,False
СКВ-00964,Харасан,474.0,2019,11603.39,12395.02,26.15,6.8,False
СКВ-00965,Харасан,603.5,2019,20133.08,20414.96,33.83,1.4,False
СКВ-00966,Харасан,736.1,2019,23391.73,24425.879999999997,33.18,4.4,False
СКВ-00967,Харасан,771.0,2019,20498.6,21978.84,28.51,7.2,False
СКВ-00968,Харасан,598.6,2019,17559.04,19114.31,31.93,8.9,False
СКВ-00969,Мынкудук,601.2,2019,17408.47,18378.989999999998,30.57,5.6,False
СКВ-00970,Мынкудук,594.2,2019,19207.579999999998,20442.33,34.4,6.4,False
СКВ-00971,Мынкудук,580.8,2019,17284.72,18154.75,31.26,5.0,False
СКВ-00972,Мынкудук,660.9,2019,19699.9,20970.49,31.73,6.4,False
СКВ-00973,Мынкудук,580.4,2019,17458.02,17514.38,30.18,0.3,False
СКВ-00974,Мынкудук,509.1,2019,12784.76,13291.73,26.11,4.0,False
СКВ-00975,Мынкудук,403.9,2019,10772.26,11380.81,28.18,5.6,False
СКВ-00976,Мынкудук,631.5,2019,21064.46,22133.8,35.05,5.1,False
СКВ-00977,Мынкудук,526.3,2019,17119.78,17567.739999999998,33.38,2.6,False
СКВ-00978,Мынкудук,415.5,2019,12068.6,13219.390000000001,31.82,9.5,False
СКВ-00979,Мынкудук,646.7,2019,18684.95,19330.91,29.89,3.5,False
СКВ-00980,Мынкудук,705.2,2019,20471.140000000003,21408.94,30.36,4.6,False
СКВ-00981,Канжуган,576.0,2019,20715.1,21479.85,37.29,3.7,False
СКВ-00982,Канжуган,559.7,2019,19560.86,20881.73,37.31,6.8,False
СКВ-00983,Канжуган,555.1,2019,20826.519999999997,22849.3,41.16,9.7,False
СКВ-00984,Канжуган,573.1,2019,16806.33,17959.78,31.34,6.9,False
СКВ-00985,Уванас,853.4,2019,21472.460000000003,21958.36,25.73,2.3,False
СКВ-00986,Уванас,832.8,2019,26389.870000000003,28459.33,34.17,7.8,False
СКВ-00987,Уванас,487.1,2019,24026.4,24257.37,49.8,1.0,False
СКВ-00988,Уванас,863.4,2019,16026.369999999999,16661.48,19.3,4.0,False
СКВ-00989,Уванас,469.3,2019,12233.33,13277.33,28.29,8.5,False
СКВ-00990,Уванас,800.5,2019,24231.51,25223.68,31.51,4.1,False
СКВ-00991,Уванас,593.2,2019,17769.39,18437.32,31.08,3.8,False
СКВ-00992,Уванас,885.2,2019,28144.760000000002,30611.36,34.58,8.8,False
СКВ-00993,Ирколь,461.3,2019,13017.22,13647.77,29.59,4.8,False
СКВ-00994,Ирколь,516.3,2019,16948.38,17659.68,34.2,4.2,False
СКВ-00995,Ирколь,443.4,2019,12646.88,13571.82,30.61,7.3,False
СКВ-00996,Ирколь,457.6,2019,14820.85,15286.46,33.41,3.1,False
СКВ-00997,Ирколь,642.2,2019,24989.379999999997,26541.59,41.33,6.2,False
СКВ-00998,Ирколь,653.4,2019,24902.77,24573.44,37.61,-1.3,False
