номер_операции,код_месторождения,наименование_месторождения,номер_скважины,дата_начала,дата_окончания,глубина_план_м,глубина_факт_м,длительность_дней,код_статьи,план_тыс_тнг,факт_тыс_тнг,отклонение_тыс_тнг,год,месяц,квартал
ОП-2019-000940,МСТ-001,Инкай,СКВ-00940,2019-01-23,2019-02-07,788.6,727.0,15,ЗТР-06,4402.52,4409.86,7.34,2019,1,Q1
ОП-2019-000940,МСТ-001,Инкай,СКВ-00940,2019-01-23,2019-02-07,788.6,727.0,15,ЗТР-05,1238.27,1191.9,-46.37,2019,1,Q1
ОП-2019-000940,МСТ-001,Инкай,СКВ-00940,2019-01-23,2019-02-07,788.6,727.0,15,ЗТР-04,798.23,807.68,9.45,2019,1,Q1
ОП-2019-000940,МСТ-001,Инкай,СКВ-00940,2019-01-23,2019-02-07,788.6,727.0,15,ЗТР-03,1665.6,1611.24,-54.36,2019,1,Q1
ОП-2019-000940,МСТ-001,Инкай,СКВ-00940,2019-01-23,2019-02-07,788.6,727.0,15,ЗТР-08,344.87,345.2,0.33,2019,1,Q1
ОП-2019-000973,МСТ-006,Мынкудук,СКВ-00973,2019-01-23,2019-02-02,611.0,580.4,10,ЗТР-01,3035.78,2904.07,-131.71,2019,1,Q1
ОП-2019-000989,МСТ-008,Уванас,СКВ-00989,2019-01-24,2019-02-06,435.0,469.3,13,ЗТР-09,345.83,374.05,28.22,2019,1,Q1
ОП-2019-001005,МСТ-012,Заречное,СКВ-01005,2019-01-24,2019-02-06,711.1,766.1,13,ЗТР-09,278.84,325.49,46.65,2019,1,Q1
ОП-2019-000989,МСТ-008,Уванас,СКВ-00989,2019-01-24,2019-02-06,435.0,469.3,13,ЗТР-08,279.6,269.54,-10.06,2019,1,Q1
ОП-2019-000989,МСТ-008,Уванас,СКВ-00989,2019-01-24,2019-02-06,435.0,469.3,13,ЗТР-07,1103.72,1223.68,119.96,2019,1,Q1
ОП-2019-000989,МСТ-008,Уванас,СКВ-00989,2019-01-24,2019-02-06,435.0,469.3,13,ЗТР-06,1969.12,2192.94,223.82,2019,1,Q1
ОП-2019-000989,МСТ-008,Уванас,СКВ-00989,2019-01-24,2019-02-06,435.0,469.3,13,ЗТР-05,1424.94,1420.66,-4.28,2019,1,Q1
ОП-2019-000989,МСТ-008,Уванас,СКВ-00989,2019-01-24,2019-02-06,435.0,469.3,13,ЗТР-04,1560.09,1627.22,67.13,2019,1,Q1
ОП-2019-000989,МСТ-008,Уванас,СКВ-00989,2019-01-24,2019-02-06,435.0,469.3,13,ЗТР-03,879.89,971.25,91.36,2019,1,Q1
ОП-2019-001005,МСТ-012,Заречное,СКВ-01005,2019-01-24,2019-02-06,711.1,766.1,13,ЗТР-02,5853.93,6402.2,548.27,2019,1,Q1
ОП-2019-000989,МСТ-008,Уванас,СКВ-00989,2019-01-24,2019-02-06,435.0,469.3,13,ЗТР-02,1850.14,2142.56,292.42,2019,1,Q1
ОП-2019-001005,МСТ-012,Заречное,СКВ-01005,2019-01-24,2019-02-06,711.1,766.1,13,ЗТР-03,1532.47,1496.68,-35.79,2019,1,Q1
ОП-2019-001005,МСТ-012,Заречное,СКВ-01005,2019-01-24,2019-02-06,711.1,766.1,13,ЗТР-04,1369.25,1415.81,46.56,2019,1,Q1
ОП-2019-001005,МСТ-012,Заречное,СКВ-01005,2019-01-24,2019-02-06,711.1,766.1,13,ЗТР-05,2817.59,2805.57,-12.02,2019,1,Q1
ОП-2019-001005,МСТ-012,Заречное,СКВ-01005,2019-01-24,2019-02-06,711.1,766.1,13,ЗТР-06,2046.05,2291.8,245.75,2019,1,Q1
ОП-2019-001005,МСТ-012,Заречное,СКВ-01005,2019-01-24,2019-02-06,711.1,766.1,13,ЗТР-07,2007.88,2071.05,63.17,2019,1,Q1
ОП-2019-001005,МСТ-012,Заречное,СКВ-01005,2019-01-24,2019-02-06,711.1,766.1,13,ЗТР-08,958.19,1126.05,167.86,2019,1,Q1
ОП-2019-000989,МСТ-008,Уванас,СКВ-00989,2019-01-24,2019-02-06,435.0,469.3,13,ЗТР-01,2820.0,3055.43,235.43,2019,1,Q1
ОП-2019-001005,МСТ-012,Заречное,СКВ-01005,2019-01-24,2019-02-06,711.1,766.1,13,ЗТР-01,3366.49,3707.54,341.05,2019,1,Q1
ОП-2019-000968,МСТ-005,Харасан,СКВ-00968,2019-01-25,2019-02-13,591.0,598.6,19,ЗТР-05,1896.9,1806.68,-90.22,2019,1,Q1
ОП-2019-000968,МСТ-005,Харасан,СКВ-00968,2019-01-25,2019-02-13,591.0,598.6,19,ЗТР-09,350.06,359.67,9.61,2019,1,Q1
ОП-2019-000980,МСТ-006,Мынкудук,СКВ-00980,2019-01-25,2019-02-14,681.1,705.2,20,ЗТР-07,481.79,460.71,-21.08,2019,1,Q1
ОП-2019-000980,МСТ-006,Мынкудук,СКВ-00980,2019-01-25,2019-02-14,681.1,705.2,20,ЗТР-06,2187.59,2476.07,288.48,2019,1,Q1
ОП-2019-000980,МСТ-006,Мынкудук,СКВ-00980,2019-01-25,2019-02-14,681.1,705.2,20,ЗТР-05,2309.05,2488.29,179.24,2019,1,Q1
ОП-2019-000980,МСТ-006,Мынкудук,СКВ-00980,2019-01-25,2019-02-14,681.1,705.2,20,ЗТР-04,2377.03,2773.33,396.3,2019,1,Q1
ОП-2019-000980,МСТ-006,Мынкудук,СКВ-00980,2019-01-25,2019-02-14,681.1,705.2,20,ЗТР-03,4312.68,4182.45,-130.23,2019,1,Q1
ОП-2019-000980,МСТ-006,Мынкудук,СКВ-00980,2019-01-25,2019-02-14,681.1,705.2,20,ЗТР-02,5784.96,5693.9,-91.06,2019,1,Q1
ОП-2019-000980,МСТ-006,Мынкудук,СКВ-00980,2019-01-25,2019-02-14,681.1,705.2,20,ЗТР-01,1553.2,1780.29,227.09,2019,1,Q1
ОП-2019-000942,МСТ-002,Буденовское,СКВ-00942,2019-01-25,2019-02-03,379.4,362.0,9,ЗТР-08,1125.39,1287.98,162.59,2019,1,Q1
ОП-2019-000968,МСТ-005,Харасан,СКВ-00968,2019-01-25,2019-02-13,591.0,598.6,19,ЗТР-08,323.84,334.64,10.8,2019,1,Q1
ОП-2019-000968,МСТ-005,Харасан,СКВ-00968,2019-01-25,2019-02-13,591.0,598.6,19,ЗТР-07,1025.77,1006.98,-18.79,2019,1,Q1
ОП-2019-000968,МСТ-005,Харасан,СКВ-00968,2019-01-25,2019-02-13,591.0,598.6,19,ЗТР-06,1541.98,1695.13,153.15,2019,1,Q1
ОП-2019-000968,МСТ-005,Харасан,СКВ-00968,2019-01-25,2019-02-13,591.0,598.6,19,ЗТР-04,4174.62,4862.85,688.23,2019,1,Q1
ОП-2019-000968,МСТ-005,Харасан,СКВ-00968,2019-01-25,2019-02-13,591.0,598.6,19,ЗТР-03,872.09,1006.56,134.47,2019,1,Q1
ОП-2019-000968,МСТ-005,Харасан,СКВ-00968,2019-01-25,2019-02-13,591.0,598.6,19,ЗТР-02,4710.4,5077.84,367.44,2019,1,Q1
ОП-2019-000968,МСТ-005,Харасан,СКВ-00968,2019-01-25,2019-02-13,591.0,598.6,19,ЗТР-01,2663.38,2963.96,300.58,2019,1,Q1
ОП-2019-000953,МСТ-003,Акдала,СКВ-00953,2019-01-25,2019-02-06,542.9,565.0,12,ЗТР-09,456.43,458.01,1.58,2019,1,Q1
ОП-2019-000953,МСТ-003,Акдала,СКВ-00953,2019-01-25,2019-02-06,542.9,565.0,12,ЗТР-08,300.29,325.48,25.19,2019,1,Q1
ОП-2019-000942,МСТ-002,Буденовское,СКВ-00942,2019-01-25,2019-02-03,379.4,362.0,9,ЗТР-07,861.6,904.26,42.66,2019,1,Q1
ОП-2019-000942,МСТ-002,Буденовское,СКВ-00942,2019-01-25,2019-02-03,379.4,362.0,9,ЗТР-06,1392.23,1507.42,115.19,2019,1,Q1
ОП-2019-000942,МСТ-002,Буденовское,СКВ-00942,2019-01-25,2019-02-03,379.4,362.0,9,ЗТР-05,695.86,781.88,86.02,2019,1,Q1
ОП-2019-000942,МСТ-002,Буденовское,СКВ-00942,2019-01-25,2019-02-03,379.4,362.0,9,ЗТР-04,1016.6,973.62,-42.98,2019,1,Q1
ОП-2019-000942,МСТ-002,Буденовское,СКВ-00942,2019-01-25,2019-02-03,379.4,362.0,9,ЗТР-03,1299.63,1296.17,-3.46,2019,1,Q1
ОП-2019-000942,МСТ-002,Буденовское,СКВ-00942,2019-01-25,2019-02-03,379.4,362.0,9,ЗТР-02,2801.5,2868.72,67.22,2019,1,Q1
ОП-2019-000980,МСТ-006,Мынкудук,СКВ-00980,2019-01-25,2019-02-14,681.1,705.2,20,ЗТР-08,757.82,870.23,112.41,2019,1,Q1
ОП-2019-000942,МСТ-002,Буденовское,СКВ-00942,2019-01-25,2019-02-03,379.4,362.0,9,ЗТР-01,2679.85,2704.15,24.3,2019,1,Q1
ОП-2019-000953,МСТ-003,Акдала,СКВ-00953,2019-01-25,2019-02-06,542.9,565.0,12,ЗТР-02,4000.98,4525.44,524.46,2019,1,Q1
ОП-2019-000953,МСТ-003,Акдала,СКВ-00953,2019-01-25,2019-02-06,542.9,565.0,12,ЗТР-03,2798.17,3249.48,451.31,2019,1,Q1
ОП-2019-000953,МСТ-003,Акдала,СКВ-00953,2019-01-25,2019-02-06,542.9,565.0,12,ЗТР-04,1858.78,1772.3,-86.48,2019,1,Q1
ОП-2019-000953,МСТ-003,Акдала,СКВ-00953,2019-01-25,2019-02-06,542.9,565.0,12,ЗТР-05,1242.77,1268.11,25.34,2019,1,Q1
ОП-2019-000953,МСТ-003,Акдала,СКВ-00953,2019-01-25,2019-02-06,542.9,565.0,12,ЗТР-06,3003.3,3346.19,342.89,2019,1,Q1
ОП-2019-000953,МСТ-003,Акдала,СКВ-00953,2019-01-25,2019-02-06,542.9,565.0,12,ЗТР-07,1606.32,1571.28,-35.04,2019,1,Q1
ОП-2019-000953,МСТ-003,Акдала,СКВ-00953,2019-01-25,2019-02-06,542.9,565.0,12,ЗТР-01,4718.53,4577.71,-140.82,2019,1,Q1
ОП-2019-000980,МСТ-006,Мынкудук,СКВ-00980,2019-01-25,2019-02-14,681.1,705.2,20,ЗТР-09,707.02,683.67,-23.35,2019,1,Q1
ОП-2019-000942,МСТ-002,Буденовское,СКВ-00942,2019-01-25,2019-02-03,379.4,362.0,9,ЗТР-09,55.59,63.95,8.36,2019,1,Q1
ОП-2019-000984,МСТ-007,Канжуган,СКВ-00984,2019-01-25,2019-02-09,580.8,573.1,15,ЗТР-02,2465.84,2806.87,341.03,2019,1,Q1
ОП-2019-000987,МСТ-008,Уванас,СКВ-00987,2019-01-25,2019-02-06,533.5,487.1,12,ЗТР-04,2073.71,2233.79,160.08,2019,1,Q1
ОП-2019-000992,МСТ-008,Уванас,СКВ-00992,2019-01-25,2019-02-16,879.0,885.2,22,ЗТР-02,7458.25,8028.35,570.1,2019,1,Q1
ОП-2019-000987,МСТ-008,Уванас,СКВ-00987,2019-01-25,2019-02-06,533.5,487.1,12,ЗТР-06,1767.87,1753.65,-14.22,2019,1,Q1
ОП-2019-000987,МСТ-008,Уванас,СКВ-00987,2019-01-25,2019-02-06,533.5,487.1,12,ЗТР-07,437.61,495.27,57.66,2019,1,Q1
ОП-2019-000987,МСТ-008,Уванас,СКВ-00987,2019-01-25,2019-02-06,533.5,487.1,12,ЗТР-08,199.61,218.82,19.21,2019,1,Q1
ОП-2019-000987,МСТ-008,Уванас,СКВ-00987,2019-01-25,2019-02-06,533.5,487.1,12,ЗТР-09,163.08,186.36,23.28,2019,1,Q1
ОП-2019-000987,МСТ-008,Уванас,СКВ-00987,2019-01-25,2019-02-06,533.5,487.1,12,ЗТР-03,809.46,870.38,60.92,2019,1,Q1
ОП-2019-000992,МСТ-008,Уванас,СКВ-00992,2019-01-25,2019-02-16,879.0,885.2,22,ЗТР-09,613.68,652.88,39.2,2019,1,Q1
ОП-2019-000984,МСТ-007,Канжуган,СКВ-00984,2019-01-25,2019-02-09,580.8,573.1,15,ЗТР-01,1888.48,1966.38,77.9,2019,1,Q1
ОП-2019-000992,МСТ-008,Уванас,СКВ-00992,2019-01-25,2019-02-16,879.0,885.2,22,ЗТР-07,768.46,837.3,68.84,2019,1,Q1
ОП-2019-000992,МСТ-008,Уванас,СКВ-00992,2019-01-25,2019-02-16,879.0,885.2,22,ЗТР-06,4585.44,5146.68,561.24,2019,1,Q1
ОП-2019-000992,МСТ-008,Уванас,СКВ-00992,2019-01-25,2019-02-16,879.0,885.2,22,ЗТР-05,1829.21,2038.63,209.42,2019,1,Q1
ОП-2019-000992,МСТ-008,Уванас,СКВ-00992,2019-01-25,2019-02-16,879.0,885.2,22,ЗТР-04,4462.99,4599.11,136.12,2019,1,Q1
ОП-2019-000992,МСТ-008,Уванас,СКВ-00992,2019-01-25,2019-02-16,879.0,885.2,22,ЗТР-03,5028.59,5664.44,635.85,2019,1,Q1
ОП-2019-000992,МСТ-008,Уванас,СКВ-00992,2019-01-25,2019-02-16,879.0,885.2,22,ЗТР-08,598.49,620.6,22.11,2019,1,Q1
ОП-2019-000987,МСТ-008,Уванас,СКВ-00987,2019-01-25,2019-02-06,533.5,487.1,12,ЗТР-02,9033.95,9220.32,186.37,2019,1,Q1
ОП-2019-000987,МСТ-008,Уванас,СКВ-00987,2019-01-25,2019-02-06,533.5,487.1,12,ЗТР-05,6097.79,5898.53,-199.26,2019,1,Q1
ОП-2019-000992,МСТ-008,Уванас,СКВ-00992,2019-01-25,2019-02-16,879.0,885.2,22,ЗТР-01,2799.65,3023.37,223.72,2019,1,Q1
ОП-2019-000984,МСТ-007,Канжуган,СКВ-00984,2019-01-25,2019-02-09,580.8,573.1,15,ЗТР-03,4509.61,4783.87,274.26,2019,1,Q1
ОП-2019-000984,МСТ-007,Канжуган,СКВ-00984,2019-01-25,2019-02-09,580.8,573.1,15,ЗТР-04,2893.34,3281.89,388.55,2019,1,Q1
ОП-2019-000984,МСТ-007,Канжуган,СКВ-00984,2019-01-25,2019-02-09,580.8,573.1,15,ЗТР-05,1622.67,1727.34,104.67,2019,1,Q1
ОП-2019-000984,МСТ-007,Канжуган,СКВ-00984,2019-01-25,2019-02-09,580.8,573.1,15,ЗТР-06,1003.82,957.57,-46.25,2019,1,Q1
ОП-2019-000984,МСТ-007,Канжуган,СКВ-00984,2019-01-25,2019-02-09,580.8,573.1,15,ЗТР-07,448.43,494.32,45.89,2019,1,Q1
ОП-2019-000984,МСТ-007,Канжуган,СКВ-00984,2019-01-25,2019-02-09,580.8,573.1,15,ЗТР-08,1631.11,1586.47,-44.64,2019,1,Q1
ОП-2019-000984,МСТ-007,Канжуган,СКВ-00984,2019-01-25,2019-02-09,580.8,573.1,15,ЗТР-09,343.03,355.07,12.04,2019,1,Q1
ОП-2019-000987,МСТ-008,Уванас,СКВ-00987,2019-01-25,2019-02-06,533.5,487.1,12,ЗТР-01,3443.32,3380.25,-63.07,2019,1,Q1
ОП-2019-000950,МСТ-003,Акдала,СКВ-00950,2019-01-26,2019-02-09,776.0,733.9,14,ЗТР-09,191.7,225.26,33.56,2019,1,Q1
ОП-2019-000950,МСТ-003,Акдала,СКВ-00950,2019-01-26,2019-02-09,776.0,733.9,14,ЗТР-08,246.28,289.47,43.19,2019,1,Q1
ОП-2019-000950,МСТ-003,Акдала,СКВ-00950,2019-01-26,2019-02-09,776.0,733.9,14,ЗТР-02,3229.34,3264.38,35.04,2019,1,Q1
ОП-2019-000950,МСТ-003,Акдала,СКВ-00950,2019-01-26,2019-02-09,776.0,733.9,14,ЗТР-01,3675.55,3954.41,278.86,2019,1,Q1
ОП-2019-000950,МСТ-003,Акдала,СКВ-00950,2019-01-26,2019-02-09,776.0,733.9,14,ЗТР-05,2633.11,2512.19,-120.92,2019,1,Q1
ОП-2019-000950,МСТ-003,Акдала,СКВ-00950,2019-01-26,2019-02-09,776.0,733.9,14,ЗТР-04,3451.78,3872.26,420.48,2019,1,Q1
ОП-2019-000950,МСТ-003,Акдала,СКВ-00950,2019-01-26,2019-02-09,776.0,733.9,14,ЗТР-03,1060.68,1114.54,53.86,2019,1,Q1
ОП-2019-000994,МСТ-009,Ирколь,СКВ-00994,2019-01-26,2019-02-08,522.2,516.3,13,ЗТР-04,2237.93,2497.4,259.47,2019,1,Q1
ОП-2019-000994,МСТ-009,Ирколь,СКВ-00994,2019-01-26,2019-02-08,522.2,516.3,13,ЗТР-05,1136.42,1195.66,59.24,2019,1,Q1
ОП-2019-000994,МСТ-009,Ирколь,СКВ-00994,2019-01-26,2019-02-08,522.2,516.3,13,ЗТР-06,1988.81,1937.38,-51.43,2019,1,Q1
ОП-2019-000994,МСТ-009,Ирколь,СКВ-00994,2019-01-26,2019-02-08,522.2,516.3,13,ЗТР-07,1005.57,1081.38,75.81,2019,1,Q1
ОП-2019-000994,МСТ-009,Ирколь,СКВ-00994,2019-01-26,2019-02-08,522.2,516.3,13,ЗТР-08,642.22,664.89,22.67,2019,1,Q1
ОП-2019-000994,МСТ-009,Ирколь,СКВ-00994,2019-01-26,2019-02-08,522.2,516.3,13,ЗТР-09,549.24,540.51,-8.73,2019,1,Q1
ОП-2019-000994,МСТ-009,Ирколь,СКВ-00994,2019-01-26,2019-02-08,522.2,516.3,13,ЗТР-01,3162.72,3355.7,192.98,2019,1,Q1
ОП-2019-000950,МСТ-003,Акдала,СКВ-00950,2019-01-26,2019-02-09,776.0,733.9,14,ЗТР-06,1662.82,1738.03,75.21,2019,1,Q1
ОП-2019-000950,МСТ-003,Акдала,СКВ-00950,2019-01-26,2019-02-09,776.0,733.9,14,ЗТР-07,612.84,683.03,70.19,2019,1,Q1
ОП-2019-000994,МСТ-009,Ирколь,СКВ-00994,2019-01-26,2019-02-08,522.2,516.3,13,ЗТР-03,3254.04,3353.7,99.66,2019,1,Q1
ОП-2019-000975,МСТ-006,Мынкудук,СКВ-00975,2019-01-26,2019-02-05,432.6,403.9,10,ЗТР-09,345.78,376.44,30.66,2019,1,Q1
ОП-2019-000975,МСТ-006,Мынкудук,СКВ-00975,2019-01-26,2019-02-05,432.6,403.9,10,ЗТР-08,448.23,509.21,60.98,2019,1,Q1
ОП-2019-000975,МСТ-006,Мынкудук,СКВ-00975,2019-01-26,2019-02-05,432.6,403.9,10,ЗТР-07,663.0,768.76,105.76,2019,1,Q1
ОП-2019-000975,МСТ-006,Мынкудук,СКВ-00975,2019-01-26,2019-02-05,432.6,403.9,10,ЗТР-06,2348.97,2307.0,-41.97,2019,1,Q1
ОП-2019-000975,МСТ-006,Мынкудук,СКВ-00975,2019-01-26,2019-02-05,432.6,403.9,10,ЗТР-05,901.6,878.83,-22.77,2019,1,Q1
ОП-2019-000975,МСТ-006,Мынкудук,СКВ-00975,2019-01-26,2019-02-05,432.6,403.9,10,ЗТР-04,1665.04,1792.27,127.23,2019,1,Q1
ОП-2019-000975,МСТ-006,Мынкудук,СКВ-00975,2019-01-26,2019-02-05,432.6,403.9,10,ЗТР-03,614.8,713.5,98.7,2019,1,Q1
ОП-2019-000975,МСТ-006,Мынкудук,СКВ-00975,2019-01-26,2019-02-05,432.6,403.9,10,ЗТР-02,2542.54,2754.3,211.76,2019,1,Q1
ОП-2019-000975,МСТ-006,Мынкудук,СКВ-00975,2019-01-26,2019-02-05,432.6,403.9,10,ЗТР-01,1242.3,1280.5,38.2,2019,1,Q1
ОП-2019-000994,МСТ-009,Ирколь,СКВ-00994,2019-01-26,2019-02-08,522.2,516.3,13,ЗТР-02,2971.43,3033.06,61.63,2019,1,Q1
ОП-ТЕСТ-0010,МСТ-000,ТЕСТОВОЕ,СКВ-ТЕСТ-010,2019-01-26,2019-01-31,100.0,100.0,5,ЗТР-09,500.0,500.0,0.0,2019,1,Q1
ОП-2019-000931,МСТ-001,Инкай,СКВ-00931,2019-01-27,2019-02-13,586.1,579.0,17,ЗТР-07,1214.41,1194.4,-20.01,2019,1,Q1
ОП-2019-000931,МСТ-001,Инкай,СКВ-00931,2019-01-27,2019-02-13,586.1,579.0,17,ЗТР-09,519.5,584.68,65.18,2019,1,Q1
ОП-2019-000930,МСТ-001,Инкай,СКВ-00930,2019-01-27,2019-02-03,469.0,432.6,7,ЗТР-01,3078.37,3018.68,-59.69,2019,1,Q1
ОП-2019-000930,МСТ-001,Инкай,СКВ-00930,2019-01-27,2019-02-03,469.0,432.6,7,ЗТР-02,3462.73,3610.03,147.3,2019,1,Q1
ОП-2019-000930,МСТ-001,Инкай,СКВ-00930,2019-01-27,2019-02-03,469.0,432.6,7,ЗТР-03,2632.1,2825.07,192.97,2019,1,Q1
ОП-2019-000930,МСТ-001,Инкай,СКВ-00930,2019-01-27,2019-02-03,469.0,432.6,7,ЗТР-04,1115.92,1218.95,103.03,2019,1,Q1
ОП-2019-000930,МСТ-001,Инкай,СКВ-00930,2019-01-27,2019-02-03,469.0,432.6,7,ЗТР-05,765.01,807.33,42.32,2019,1,Q1
ОП-2019-000930,МСТ-001,Инкай,СКВ-00930,2019-01-27,2019-02-03,469.0,432.6,7,ЗТР-06,812.92,804.57,-8.35,2019,1,Q1
ОП-2019-000930,МСТ-001,Инкай,СКВ-00930,2019-01-27,2019-02-03,469.0,432.6,7,ЗТР-07,765.1,784.37,19.27,2019,1,Q1
ОП-2019-000930,МСТ-001,Инкай,СКВ-00930,2019-01-27,2019-02-03,469.0,432.6,7,ЗТР-09,240.4,258.3,17.9,2019,1,Q1
ОП-2019-000931,МСТ-001,Инкай,СКВ-00931,2019-01-27,2019-02-13,586.1,579.0,17,ЗТР-01,4995.36,4891.12,-104.24,2019,1,Q1
ОП-2019-000931,МСТ-001,Инкай,СКВ-00931,2019-01-27,2019-02-13,586.1,579.0,17,ЗТР-02,5649.29,5506.65,-142.64,2019,1,Q1
ОП-2019-000931,МСТ-001,Инкай,СКВ-00931,2019-01-27,2019-02-13,586.1,579.0,17,ЗТР-03,4222.85,4092.97,-129.88,2019,1,Q1
ОП-2019-000931,МСТ-001,Инкай,СКВ-00931,2019-01-27,2019-02-13,586.1,579.0,17,ЗТР-05,1650.32,1650.74,0.42,2019,1,Q1
ОП-2019-000931,МСТ-001,Инкай,СКВ-00931,2019-01-27,2019-02-13,586.1,579.0,17,ЗТР-06,428.56,494.15,65.59,2019,1,Q1
ОП-2019-000931,МСТ-001,Инкай,СКВ-00931,2019-01-27,2019-02-13,586.1,579.0,17,ЗТР-08,880.84,981.29,100.45,2019,1,Q1
ОП-2019-000930,МСТ-001,Инкай,СКВ-00930,2019-01-27,2019-02-03,469.0,432.6,7,ЗТР-08,275.31,283.56,8.25,2019,1,Q1
ОП-2019-000931,МСТ-001,Инкай,СКВ-00931,2019-01-27,2019-02-13,586.1,579.0,17,ЗТР-04,2649.64,2940.6,290.96,2019,1,Q1
ОП-2019-000945,МСТ-002,Буденовское,СКВ-00945,2019-01-28,2019-02-04,363.8,404.0,7,ЗТР-02,4148.07,4139.07,-9.0,2019,1,Q1
ОП-2019-000945,МСТ-002,Буденовское,СКВ-00945,2019-01-28,2019-02-04,363.8,404.0,7,ЗТР-09,461.02,466.73,5.71,2019,1,Q1
ОП-2019-000959,МСТ-004,Южный Инкай,СКВ-00959,2019-01-28,2019-02-04,401.6,401.4,7,ЗТР-01,2032.74,2071.84,39.1,2019,1,Q1
ОП-2019-000959,МСТ-004,Южный Инкай,СКВ-00959,2019-01-28,2019-02-04,401.6,401.4,7,ЗТР-03,2607.86,2515.18,-92.68,2019,1,Q1
ОП-2019-000959,МСТ-004,Южный Инкай,СКВ-00959,2019-01-28,2019-02-04,401.6,401.4,7,ЗТР-04,1512.54,1501.25,-11.29,2019,1,Q1
ОП-2019-000959,МСТ-004,Южный Инкай,СКВ-00959,2019-01-28,2019-02-04,401.6,401.4,7,ЗТР-05,1357.08,1499.79,142.71,2019,1,Q1
ОП-2019-000959,МСТ-004,Южный Инкай,СКВ-00959,2019-01-28,2019-02-04,401.6,401.4,7,ЗТР-06,1794.69,1922.54,127.85,2019,1,Q1
ОП-2019-000959,МСТ-004,Южный Инкай,СКВ-00959,2019-01-28,2019-02-04,401.6,401.4,7,ЗТР-07,267.32,273.03,5.71,2019,1,Q1
ОП-2019-000959,МСТ-004,Южный Инкай,СКВ-00959,2019-01-28,2019-02-04,401.6,401.4,7,ЗТР-08,153.39,167.72,14.33,2019,1,Q1
ОП-2019-000959,МСТ-004,Южный Инкай,СКВ-00959,2019-01-28,2019-02-04,401.6,401.4,7,ЗТР-09,69.22,67.25,-1.97,2019,1,Q1
ОП-2019-001001,МСТ-011,Северный Харасан,СКВ-01001,2019-01-28,2019-02-08,540.5,556.2,11,ЗТР-09,398.98,425.97,26.99,2019,1,Q1
ОП-2019-001001,МСТ-011,Северный Харасан,СКВ-01001,2019-01-28,2019-02-08,540.5,556.2,11,ЗТР-08,757.98,761.4,3.42,2019,1,Q1
ОП-2019-001001,МСТ-011,Северный Харасан,СКВ-01001,2019-01-28,2019-02-08,540.5,556.2,11,ЗТР-07,1552.83,1538.0,-14.83,2019,1,Q1
ОП-2019-001001,МСТ-011,Северный Харасан,СКВ-01001,2019-01-28,2019-02-08,540.5,556.2,11,ЗТР-06,3828.97,4053.51,224.54,2019,1,Q1
ОП-2019-001001,МСТ-011,Северный Харасан,СКВ-01001,2019-01-28,2019-02-08,540.5,556.2,11,ЗТР-05,1566.93,1798.25,231.32,2019,1,Q1
ОП-2019-001001,МСТ-011,Северный Харасан,СКВ-01001,2019-01-28,2019-02-08,540.5,556.2,11,ЗТР-04,2173.81,2286.99,113.18,2019,1,Q1
ОП-2019-001001,МСТ-011,Северный Харасан,СКВ-01001,2019-01-28,2019-02-08,540.5,556.2,11,ЗТР-03,8370.26,9182.07,811.81,2019,1,Q1
ОП-2019-001001,МСТ-011,Северный Харасан,СКВ-01001,2019-01-28,2019-02-08,540.5,556.2,11,ЗТР-02,4977.97,5340.36,362.39,2019,1,Q1
ОП-2019-000945,МСТ-002,Буденовское,СКВ-00945,2019-01-28,2019-02-04,363.8,404.0,7,ЗТР-01,1321.3,1339.16,17.86,2019,1,Q1
ОП-2019-001001,МСТ-011,Северный Харасан,СКВ-01001,2019-01-28,2019-02-08,540.5,556.2,11,ЗТР-01,4782.99,4864.52,81.53,2019,1,Q1
ОП-2019-001008,МСТ-012,Заречное,СКВ-01008,2019-01-28,2019-02-06,513.3,568.4,9,ЗТР-09,386.15,378.77,-7.38,2019,1,Q1
ОП-2019-001008,МСТ-012,Заречное,СКВ-01008,2019-01-28,2019-02-06,513.3,568.4,9,ЗТР-08,459.59,533.79,74.2,2019,1,Q1
ОП-2019-000959,МСТ-004,Южный Инкай,СКВ-00959,2019-01-28,2019-02-04,401.6,401.4,7,ЗТР-02,3223.73,3720.14,496.41,2019,1,Q1
ОП-2019-001008,МСТ-012,Заречное,СКВ-01008,2019-01-28,2019-02-06,513.3,568.4,9,ЗТР-06,950.89,993.57,42.68,2019,1,Q1
ОП-2019-000945,МСТ-002,Буденовское,СКВ-00945,2019-01-28,2019-02-04,363.8,404.0,7,ЗТР-03,2840.89,3001.34,160.45,2019,1,Q1
ОП-2019-000945,МСТ-002,Буденовское,СКВ-00945,2019-01-28,2019-02-04,363.8,404.0,7,ЗТР-04,2466.43,2374.69,-91.74,2019,1,Q1
ОП-2019-000945,МСТ-002,Буденовское,СКВ-00945,2019-01-28,2019-02-04,363.8,404.0,7,ЗТР-05,882.59,1034.23,151.64,2019,1,Q1
ОП-2019-000945,МСТ-002,Буденовское,СКВ-00945,2019-01-28,2019-02-04,363.8,404.0,7,ЗТР-06,2031.57,2029.12,-2.45,2019,1,Q1
ОП-2019-000945,МСТ-002,Буденовское,СКВ-00945,2019-01-28,2019-02-04,363.8,404.0,7,ЗТР-07,498.97,541.95,42.98,2019,1,Q1
